sample_id,d18o_measurement,d18o_precision
66436,-7.3864,0.08
66437,-7.3582,0.08
66438,-7.3561,0.08
66439,-7.3684,0.08
66440,-7.3737,0.08
66441,-7.3763,0.08
66442,-7.3844,0.08
66443,-7.3839,0.08
66444,-7.3487,0.08
66445,-7.3296,0.08
66446,-7.3296,0.08
66447,-7.3419,0.08
66448,-7.3815,0.08
66449,-7.3851,0.08
66450,-7.3538,0.08
66451,-7.343,0.08
66452,-7.3428,0.08
66453,-7.3395,0.08
66454,-7.3226,0.08
66455,-7.2973,0.08
66456,-7.2872,0.08
66457,-7.2672,0.08
66458,-7.27,0.08
66459,-7.2743,0.08
66460,-7.2691,0.08
66461,-7.3154,0.08
66462,-7.3664,0.08
66463,-7.3877,0.08
66464,-7.3805,0.08
66465,-7.3721,0.08
66466,-7.372,0.08
66467,-7.4418,0.08
66468,-7.4544,0.08
66469,-7.4542,0.08
66470,-7.3975,0.08
66471,-7.3929,0.08
66472,-7.3809,0.08
66473,-7.3797,0.08
66474,-7.3678,0.08
66475,-7.3675,0.08
66476,-7.3687,0.08
66477,-7.3773,0.08
66478,-7.3797,0.08
66479,-7.4218,0.08
66480,-7.4254,0.08
66481,-7.4258,0.08
66482,-7.4357,0.08
66483,-7.4364,0.08
66484,-7.44,0.08
66485,-7.4432,0.08
66486,-7.4365,0.08
66487,-7.44,0.08
66488,-7.4399,0.08
66489,-7.4245,0.08
66490,-7.3933,0.08
66491,-7.3461,0.08
66492,-7.269,0.08
66493,-7.2677,0.08
66494,-7.2609,0.08
66495,-7.2596,0.08
66496,-7.2638,0.08
66497,-7.2611,0.08
66498,-7.2523,0.08
66499,-7.2859,0.08
66500,-7.2897,0.08
66501,-7.3174,0.08
66502,-7.3365,0.08
66503,-7.3365,0.08
66504,-7.3359,0.08
66505,-7.3206,0.08
66506,-7.3286,0.08
66507,-7.329,0.08
66508,-7.3269,0.08
66509,-7.3476,0.08
66510,-7.342,0.08
66511,-7.2913,0.08
66512,-7.2754,0.08
66513,-7.277,0.08
66514,-7.2799,0.08
66515,-7.3671,0.08
66516,-7.3992,0.08
66517,-7.4156,0.08
66518,-7.4232,0.08
66519,-7.4103,0.08
66520,-7.4152,0.08
66521,-7.4922,0.08
66522,-7.5157,0.08
66523,-7.5516,0.08
66524,-7.5571,0.08
66525,-7.6286,0.08
66526,-7.5951,0.08
66527,-7.5046,0.08
66528,-7.4847,0.08
66529,-7.4849,0.08
66530,-7.5046,0.08
66531,-7.5054,0.08
66532,-7.504,0.08
66533,-7.4622,0.08
66534,-7.4586,0.08
66535,-7.4373,0.08
66536,-7.436,0.08
66537,-7.4213,0.08
66538,-7.3647,0.08
66539,-7.3501,0.08
66540,-7.2724,0.08
66541,-7.2819,0.08
66542,-7.2906,0.08
66543,-7.3129,0.08
66544,-7.3214,0.08
66545,-7.3595,0.08
66546,-7.3856,0.08
66547,-7.3905,0.08
66548,-7.4041,0.08
66549,-7.4221,0.08
66550,-7.4597,0.08
66551,-7.4677,0.08
66552,-7.49,0.08
66553,-7.5573,0.08
66554,-7.569,0.08
66555,-7.5741,0.08
66556,-7.5597,0.08
66557,-7.5348,0.08
66558,-7.5236,0.08
66559,-7.5187,0.08
66560,-7.5189,0.08
66561,-7.5506,0.08
66562,-7.6158,0.08
66563,-7.6183,0.08
66564,-7.6298,0.08
66565,-7.6312,0.08
66566,-7.6134,0.08
66567,-7.6092,0.08
66568,-7.5461,0.08
66569,-7.4822,0.08
66570,-7.4633,0.08
66571,-7.4274,0.08
66572,-7.4772,0.08
66573,-7.512,0.08
66574,-7.532,0.08
66575,-7.4745,0.08
66576,-7.4558,0.08
66577,-7.4528,0.08
66578,-7.4514,0.08
66579,-7.4663,0.08
66580,-7.4865,0.08
66581,-7.5078,0.08
66582,-7.5155,0.08
66583,-7.5325,0.08
66584,-7.5336,0.08
66585,-7.5087,0.08
66586,-7.5027,0.08
66587,-7.4766,0.08
66588,-7.399,0.08
66589,-7.3354,0.08
66590,-7.3043,0.08
66591,-7.3135,0.08
66592,-7.3204,0.08
66593,-7.4102,0.08
66594,-7.444,0.08
66595,-7.4186,0.08
66596,-7.3698,0.08
66597,-7.3558,0.08
66598,-7.3683,0.08
66599,-7.3733,0.08
66600,-7.4209,0.08
66601,-7.4877,0.08
66602,-7.4588,0.08
66603,-7.4389,0.08
66604,-7.4398,0.08
66605,-7.4498,0.08
66606,-7.4647,0.08
66607,-7.469,0.08
66608,-7.4674,0.08
66609,-7.4577,0.08
66610,-7.4428,0.08
66611,-7.4254,0.08
66612,-7.442,0.08
66613,-7.4825,0.08
66614,-7.5165,0.08
66615,-7.5293,0.08
66616,-7.5638,0.08
66617,-7.5475,0.08
66618,-7.4923,0.08
66619,-7.4534,0.08
66620,-7.4471,0.08
66621,-7.4807,0.08
66622,-7.4577,0.08
66623,-7.4435,0.08
66624,-7.4187,0.08
66625,-7.405,0.08
66626,-7.397,0.08
66627,-7.3745,0.08
66628,-7.3889,0.08
66629,-7.4285,0.08
66630,-7.4293,0.08
66631,-7.4591,0.08
66632,-7.4783,0.08
66633,-7.5112,0.08
66634,-7.534,0.08
66635,-7.5596,0.08
66636,-7.5823,0.08
66637,-7.598,0.08
66638,-7.639,0.08
66639,-7.6395,0.08
66640,-7.6218,0.08
66641,-7.5814,0.08
66642,-7.5343,0.08
66643,-7.4858,0.08
66644,-7.4777,0.08
66645,-7.4761,0.08
66646,-7.4772,0.08
66647,-7.4791,0.08
66648,-7.4816,0.08
66649,-7.4745,0.08
66650,-7.4685,0.08
66651,-7.4563,0.08
66652,-7.4327,0.08
66653,-7.3933,0.08
66654,-7.3999,0.08
66655,-7.4048,0.08
66656,-7.4376,0.08
66657,-7.4455,0.08
66658,-7.4962,0.08
66659,-7.5626,0.08
66660,-7.5423,0.08
66661,-7.5471,0.08
66662,-7.5671,0.08
66663,-7.5857,0.08
66664,-7.5771,0.08
66665,-7.5533,0.08
66666,-7.5122,0.08
66667,-7.4766,0.08
66668,-7.4514,0.08
66669,-7.4377,0.08
66670,-7.4164,0.08
66671,-7.3945,0.08
66672,-7.3902,0.08
66673,-7.3687,0.08
66674,-7.3376,0.08
66675,-7.3321,0.08
66676,-7.3342,0.08
66677,-7.3327,0.08
66678,-7.3246,0.08
66679,-7.3155,0.08
66680,-7.3137,0.08
66681,-7.2724,0.08
66682,-7.2336,0.08
66683,-7.2246,0.08
66684,-7.2195,0.08
66685,-7.2472,0.08
66686,-7.2602,0.08
66687,-7.2703,0.08
66688,-7.2769,0.08
66689,-7.277,0.08
66690,-7.2842,0.08
66691,-7.3144,0.08
66692,-7.3561,0.08
66693,-7.395,0.08
66694,-7.4588,0.08
66695,-7.4591,0.08
66696,-7.4591,0.08
66697,-7.45,0.08
66698,-7.4299,0.08
66699,-7.4023,0.08
66700,-7.4005,0.08
66701,-7.3932,0.08
66702,-7.3839,0.08
66703,-7.3771,0.08
66704,-7.378,0.08
66705,-7.3862,0.08
66706,-7.4151,0.08
66707,-7.4363,0.08
66708,-7.4427,0.08
66709,-7.4552,0.08
66710,-7.477,0.08
66711,-7.471,0.08
66712,-7.4608,0.08
66713,-7.4583,0.08
66714,-7.4433,0.08
66715,-7.4278,0.08
66716,-7.4127,0.08
66717,-7.3872,0.08
66718,-7.3664,0.08
66719,-7.357,0.08
66720,-7.3624,0.08
66721,-7.3645,0.08
66722,-7.3886,0.08
66723,-7.4037,0.08
66724,-7.4169,0.08
66725,-7.4327,0.08
66726,-7.4528,0.08
66727,-7.4792,0.08
66728,-7.4843,0.08
66729,-7.4753,0.08
66730,-7.4464,0.08
66731,-7.4155,0.08
66732,-7.3726,0.08
66733,-7.3477,0.08
66734,-7.2806,0.08
66735,-7.2546,0.08
66736,-7.2464,0.08
66737,-7.2853,0.08
66738,-7.3181,0.08
66739,-7.3351,0.08
66740,-7.3473,0.08
66741,-7.3578,0.08
66742,-7.3701,0.08
66743,-7.3966,0.08
66744,-7.4115,0.08
66745,-7.4126,0.08
66746,-7.4141,0.08
66747,-7.4157,0.08
66748,-7.3988,0.08
66749,-7.3988,0.08
66750,-7.4179,0.08
66751,-7.451,0.08
66752,-7.4591,0.08
66753,-7.4613,0.08
66754,-7.4568,0.08
66755,-7.4556,0.08
66756,-7.4527,0.08
66757,-7.4469,0.08
66758,-7.4349,0.08
66759,-7.4251,0.08
66760,-7.413,0.08
66761,-7.3932,0.08
66762,-7.3653,0.08
66763,-7.3594,0.08
66764,-7.3596,0.08
66765,-7.363,0.08
66766,-7.3699,0.08
66767,-7.3778,0.08
66768,-7.3626,0.08
66769,-7.3631,0.08
66770,-7.3643,0.08
66771,-7.366,0.08
66772,-7.3701,0.08
66773,-7.3704,0.08
66774,-7.3784,0.08
66775,-7.3802,0.08
66776,-7.3754,0.08
66777,-7.3673,0.08
66778,-7.3722,0.08
66779,-7.3806,0.08
66780,-7.3933,0.08
66781,-7.4054,0.08
66782,-7.4128,0.08
66783,-7.438,0.08
66784,-7.4798,0.08
66785,-7.5025,0.08
66786,-7.4996,0.08
66787,-7.466,0.08
66788,-7.413,0.08
66789,-7.4092,0.08
66790,-7.392,0.08
66791,-7.3373,0.08
66792,-7.3256,0.08
66793,-7.3256,0.08
66794,-7.3689,0.08
66795,-7.3883,0.08
66796,-7.4047,0.08
66797,-7.4063,0.08
66798,-7.4117,0.08
66799,-7.4349,0.08
66800,-7.4461,0.08
66801,-7.4322,0.08
66802,-7.4324,0.08
66803,-7.4476,0.08
66804,-7.4554,0.08
66805,-7.4701,0.08
66806,-7.5072,0.08
66807,-7.5122,0.08
66808,-7.5085,0.08
66809,-7.5241,0.08
66810,-7.5114,0.08
66811,-7.511,0.08
66812,-7.4951,0.08
66813,-7.4868,0.08
66814,-7.4781,0.08
66815,-7.4492,0.08
66816,-7.4386,0.08
66817,-7.446,0.08
66818,-7.4643,0.08
66819,-7.4875,0.08
66820,-7.5024,0.08
66821,-7.4885,0.08
66822,-7.4871,0.08
66823,-7.4859,0.08
66824,-7.5112,0.08
66825,-7.5119,0.08
66826,-7.498,0.08
66827,-7.4977,0.08
66828,-7.4634,0.08
66829,-7.4346,0.08
66830,-7.4228,0.08
66831,-7.4209,0.08
66832,-7.4157,0.08
66833,-7.4109,0.08
66834,-7.4152,0.08
66835,-7.4126,0.08
66836,-7.4095,0.08
66837,-7.4081,0.08
66838,-7.4395,0.08
66839,-7.4428,0.08
66840,-7.4933,0.08
66841,-7.4993,0.08
66842,-7.5004,0.08
66843,-7.5006,0.08
66844,-7.5299,0.08
66845,-7.5509,0.08
66846,-7.5593,0.08
66847,-7.5931,0.08
66848,-7.6091,0.08
66849,-7.598,0.08
66850,-7.5798,0.08
66851,-7.568,0.08
66852,-7.529,0.08
66853,-7.5241,0.08
66854,-7.4775,0.08
66855,-7.4443,0.08
66856,-7.443,0.08
66857,-7.4524,0.08
66858,-7.4385,0.08
66859,-7.4461,0.08
66860,-7.4734,0.08
66861,-7.4774,0.08
66862,-7.5245,0.08
66863,-7.5356,0.08
66864,-7.5648,0.08
66865,-7.5666,0.08
66866,-7.5956,0.08
66867,-7.5834,0.08
66868,-7.5705,0.08
66869,-7.5936,0.08
66870,-7.5577,0.08
66871,-7.5566,0.08
66872,-7.5603,0.08
66873,-7.5603,0.08
66874,-7.5313,0.08
66875,-7.5329,0.08
66876,-7.5455,0.08
66877,-7.5436,0.08
66878,-7.5779,0.08
66879,-7.5805,0.08
66880,-7.5775,0.08
66881,-7.5361,0.08
66882,-7.5729,0.08
66883,-7.574,0.08
66884,-7.5138,0.08
66885,-7.5081,0.08
66886,-7.473,0.08
66887,-7.4847,0.08
66888,-7.49,0.08
66889,-7.4578,0.08
66890,-7.4885,0.08
66891,-7.4786,0.08
66892,-7.4702,0.08
66893,-7.4798,0.08
66894,-7.4527,0.08
66895,-7.4759,0.08
66896,-7.5059,0.08
66897,-7.4988,0.08
66898,-7.535,0.08
66899,-7.5358,0.08
66900,-7.5364,0.08
66901,-7.5051,0.08
66902,-7.4848,0.08
66903,-7.4653,0.08
66904,-7.4628,0.08
66905,-7.4359,0.08
66906,-7.413,0.08
66907,-7.4323,0.08
66908,-7.4336,0.08
66909,-7.4228,0.08
66910,-7.4834,0.08
66911,-7.5075,0.08
66912,-7.503,0.08
66913,-7.4802,0.08
66914,-7.4753,0.08
66915,-7.4742,0.08
66916,-7.4769,0.08
66917,-7.4834,0.08
66918,-7.4823,0.08
66919,-7.4446,0.08
66920,-7.4234,0.08
66921,-7.4091,0.08
66922,-7.4085,0.08
66923,-7.4177,0.08
66924,-7.5054,0.08
66925,-7.5345,0.08
66926,-7.6469,0.08
66927,-7.655,0.08
66928,-7.7031,0.08
66929,-7.7059,0.08
66930,-7.7073,0.08
66931,-7.8211,0.08
66932,-7.8341,0.08
66933,-7.8992,0.08
66934,-7.9114,0.08
66935,-7.9541,0.08
66936,-7.9632,0.08
66937,-7.9816,0.08
66938,-8.0173,0.08
66939,-7.9767,0.08
66940,-7.9159,0.08
66941,-7.8733,0.08
66942,-7.8539,0.08
66943,-7.8544,0.08
66944,-7.8642,0.08
66945,-7.8579,0.08
66946,-7.8386,0.08
66947,-7.8363,0.08
66948,-7.8446,0.08
66949,-7.844,0.08
66950,-7.8345,0.08
66951,-7.822,0.08
66952,-7.8226,0.08
66953,-7.8366,0.08
66954,-7.8366,0.08
66955,-7.8329,0.08
66956,-7.8439,0.08
66957,-7.8829,0.08
66958,-7.9139,0.08
66959,-7.9302,0.08
66960,-7.9548,0.08
66961,-7.9768,0.08
66962,-8.0223,0.08
66963,-8.0174,0.08
66964,-8.0005,0.08
66965,-8.003,0.08
66966,-8.0642,0.08
66967,-8.1046,0.08
66968,-8.0702,0.08
66969,-8.0541,0.08
66970,-8.0706,0.08
66971,-8.0838,0.08
66972,-8.0839,0.08
66973,-8.0451,0.08
66974,-8.0355,0.08
66975,-7.9243,0.08
66976,-7.9226,0.08
66977,-7.8522,0.08
66978,-7.8466,0.08
66979,-7.8435,0.08
66980,-7.8113,0.08
66981,-7.806,0.08
66982,-7.7925,0.08
66983,-7.781,0.08
66984,-7.7418,0.08
66985,-7.7207,0.08
66986,-7.7187,0.08
66987,-7.7303,0.08
66988,-7.7632,0.08
66989,-7.79,0.08
66990,-7.8321,0.08
66991,-7.8623,0.08
66992,-7.8824,0.08
66993,-7.8806,0.08
66994,-7.8703,0.08
66995,-7.8351,0.08
66996,-7.8208,0.08
66997,-7.7236,0.08
66998,-7.7174,0.08
66999,-7.6814,0.08
67000,-7.6765,0.08
67001,-7.6766,0.08
67002,-7.6869,0.08
67003,-7.6911,0.08
67004,-7.7453,0.08
67005,-7.7456,0.08
67006,-7.7134,0.08
67007,-7.7083,0.08
67008,-7.7165,0.08
67009,-7.7602,0.08
67010,-7.7892,0.08
67011,-7.824,0.08
67012,-7.8391,0.08
67013,-7.827,0.08
67014,-7.8263,0.08
67015,-7.799,0.08
67016,-7.7665,0.08
67017,-7.7207,0.08
67018,-7.7252,0.08
67019,-7.7306,0.08
67020,-7.7311,0.08
67021,-7.7344,0.08
67022,-7.7568,0.08
67023,-7.7576,0.08
67024,-7.7112,0.08
67025,-7.7087,0.08
67026,-7.6618,0.08
67027,-7.6557,0.08
67028,-7.6515,0.08
67029,-7.6577,0.08
67030,-7.662,0.08
67031,-7.6563,0.08
67032,-7.6633,0.08
67033,-7.7166,0.08
67034,-7.7466,0.08
67035,-7.7508,0.08
67036,-7.77,0.08
67037,-7.7598,0.08
67038,-7.7334,0.08
67039,-7.7086,0.08
67040,-7.7113,0.08
67041,-7.738,0.08
67042,-7.7399,0.08
67043,-7.7434,0.08
67044,-7.7248,0.08
67045,-7.7205,0.08
67046,-7.6815,0.08
67047,-7.6811,0.08
67048,-7.6701,0.08
67049,-7.6679,0.08
67050,-7.6649,0.08
67051,-7.6305,0.08
67052,-7.6409,0.08
67053,-7.6694,0.08
67054,-7.6607,0.08
67055,-7.6488,0.08
67056,-7.6481,0.08
67057,-7.6519,0.08
67058,-7.6667,0.08
67059,-7.682,0.08
67060,-7.6582,0.08
67061,-7.6343,0.08
67062,-7.6328,0.08
67063,-7.6342,0.08
67064,-7.6355,0.08
67065,-7.6339,0.08
67066,-7.6201,0.08
67067,-7.6196,0.08
67068,-7.6215,0.08
67069,-7.6222,0.08
67070,-7.6302,0.08
67071,-7.6459,0.08
67072,-7.6462,0.08
67073,-7.6467,0.08
67074,-7.6468,0.08
67075,-7.6456,0.08
67076,-7.6452,0.08
67077,-7.6497,0.08
67078,-7.6671,0.08
67079,-7.6806,0.08
67080,-7.697,0.08
67081,-7.7015,0.08
67082,-7.7112,0.08
67083,-7.7269,0.08
67084,-7.7272,0.08
67085,-7.7187,0.08
67086,-7.6722,0.08
67087,-7.6434,0.08
67088,-7.5931,0.08
67089,-7.5746,0.08
67090,-7.5327,0.08
67091,-7.5294,0.08
67092,-7.5254,0.08
67093,-7.479,0.08
67094,-7.4807,0.08
67095,-7.5221,0.08
67096,-7.5239,0.08
67097,-7.5548,0.08
67098,-7.5529,0.08
67099,-7.5514,0.08
67100,-7.522,0.08
67101,-7.5133,0.08
67102,-7.5059,0.08
67103,-7.5225,0.08
67104,-7.5822,0.08
67105,-7.6059,0.08
67106,-7.6162,0.08
67107,-7.547,0.08
67108,-7.4639,0.08
67109,-7.4135,0.08
67110,-7.3457,0.08
67111,-7.3407,0.08
67112,-7.3567,0.08
67113,-7.3798,0.08
67114,-7.3557,0.08
67115,-7.2993,0.08
67116,-7.296,0.08
67117,-7.2535,0.08
67118,-7.1988,0.08
67119,-7.1785,0.08
67120,-7.1661,0.08
67121,-7.153,0.08
67122,-7.2042,0.08
67123,-7.2229,0.08
67124,-7.1813,0.08
67125,-7.1841,0.08
67126,-7.2088,0.08
67127,-7.2285,0.08
67128,-7.2808,0.08
67129,-7.2826,0.08
67130,-7.2858,0.08
67131,-7.3022,0.08
67132,-7.3091,0.08
67133,-7.3256,0.08
67134,-7.3517,0.08
67135,-7.3794,0.08
67136,-7.3834,0.08
67137,-7.3994,0.08
67138,-7.412,0.08
67139,-7.4126,0.08
67140,-7.4238,0.08
67141,-7.4356,0.08
67142,-7.4385,0.08
67143,-7.4348,0.08
67144,-7.4218,0.08
67145,-7.4146,0.08
67146,-7.4147,0.08
67147,-7.4204,0.08
67148,-7.4311,0.08
67149,-7.4313,0.08
67150,-7.4278,0.08
67151,-7.4188,0.08
67152,-7.4184,0.08
67153,-7.4193,0.08
67154,-7.4118,0.08
67155,-7.4072,0.08
67156,-7.4064,0.08
67157,-7.4064,0.08
67158,-7.407,0.08
67159,-7.407,0.08
67160,-7.4067,0.08
67161,-7.4044,0.08
67162,-7.4016,0.08
67163,-7.401,0.08
67164,-7.4101,0.08
67165,-7.4119,0.08
67166,-7.418,0.08
67167,-7.4138,0.08
67168,-7.4043,0.08
67169,-7.3946,0.08
67170,-7.3873,0.08
67171,-7.3785,0.08
67172,-7.3561,0.08
67173,-7.3485,0.08
67174,-7.3481,0.08
67175,-7.3595,0.08
67176,-7.3786,0.08
67177,-7.3955,0.08
67178,-7.3999,0.08
67179,-7.4167,0.08
67180,-7.4206,0.08
67181,-7.4179,0.08
67182,-7.4215,0.08
67183,-7.4247,0.08
67184,-7.4594,0.08
67185,-7.4619,0.08
67186,-7.5193,0.08
67187,-7.5713,0.08
67188,-7.5832,0.08
67189,-7.6257,0.08
67190,-7.66,0.08
67191,-7.6772,0.08
67192,-7.6845,0.08
67193,-7.7042,0.08
67194,-7.721,0.08
67195,-7.6814,0.08
67196,-7.6798,0.08
67197,-7.6359,0.08
67198,-7.6305,0.08
67199,-7.6236,0.08
67200,-7.6128,0.08
67201,-7.6023,0.08
67202,-7.5909,0.08
67203,-7.4155,0.08
67204,-7.405,0.08
67205,-7.3666,0.08
67206,-7.3634,0.08
67207,-7.3687,0.08
67208,-7.3859,0.08
67209,-7.433,0.08
67210,-7.4357,0.08
67211,-7.3932,0.08
67212,-7.3903,0.08
67213,-7.3908,0.08
67214,-7.4014,0.08
67215,-7.4176,0.08
67216,-7.4281,0.08
67217,-7.4385,0.08
67218,-7.4406,0.08
67219,-7.4339,0.08
67220,-7.4106,0.08
67221,-7.4017,0.08
67222,-7.3542,0.08
67223,-7.3208,0.08
67224,-7.2934,0.08
67225,-7.3007,0.08
67226,-7.3014,0.08
67227,-7.3015,0.08
67228,-7.2916,0.08
67229,-7.2836,0.08
67230,-7.2519,0.08
67231,-7.2718,0.08
67232,-7.2854,0.08
67233,-7.273,0.08
67234,-7.2387,0.08
67235,-7.2377,0.08
67236,-7.2616,0.08
67237,-7.2713,0.08
67238,-7.3012,0.08
67239,-7.2972,0.08
67240,-7.2903,0.08
67241,-7.2879,0.08
67242,-7.2705,0.08
67243,-7.2701,0.08
67244,-7.273,0.08
67245,-7.2933,0.08
67246,-7.3657,0.08
67247,-7.3839,0.08
67248,-7.3821,0.08
67249,-7.3862,0.08
67250,-7.4381,0.08
67251,-7.438,0.08
67252,-7.3963,0.08
67253,-7.3957,0.08
67254,-7.4086,0.08
67255,-7.4093,0.08
67256,-7.3761,0.08
67257,-7.3577,0.08
67258,-7.3539,0.08
67259,-7.3526,0.08
67260,-7.3081,0.08
67261,-7.2991,0.08
67262,-7.2961,0.08
67263,-7.2882,0.08
67264,-7.2693,0.08
67265,-7.2467,0.08
67266,-7.1315,0.08
67267,-7.1269,0.08
67268,-7.1043,0.08
67269,-7.1113,0.08
67270,-7.1562,0.08
67271,-7.2346,0.08
67272,-7.2465,0.08
67273,-7.247,0.08
67274,-7.2387,0.08
67275,-7.2355,0.08
67276,-7.2344,0.08
67277,-7.19,0.08
67278,-7.1872,0.08
67279,-7.2115,0.08
67280,-7.2441,0.08
67281,-7.2526,0.08
67282,-7.2641,0.08
67283,-7.2722,0.08
67284,-7.2736,0.08
67285,-7.2499,0.08
67286,-7.2502,0.08
67287,-7.256,0.08
67288,-7.2271,0.08
67289,-7.223,0.08
67290,-7.2228,0.08
67291,-7.2262,0.08
67292,-7.2212,0.08
67293,-7.1926,0.08
67294,-7.1937,0.08
67295,-7.1944,0.08
67296,-7.2181,0.08
67297,-7.2416,0.08
67298,-7.2474,0.08
67299,-7.2944,0.08
67300,-7.3081,0.08
67301,-7.3539,0.08
67302,-7.3978,0.08
67303,-7.4199,0.08
67304,-7.4204,0.08
67305,-7.4481,0.08
67306,-7.4487,0.08
67307,-7.4607,0.08
67308,-7.4724,0.08
67309,-7.5089,0.08
67310,-7.5866,0.08
67311,-7.6276,0.08
67312,-7.6302,0.08
67313,-7.6273,0.08
67314,-7.6244,0.08
67315,-7.6067,0.08
67316,-7.6141,0.08
67317,-7.518,0.08
67318,-7.511,0.08
67319,-7.4746,0.08
67320,-7.4751,0.08
67321,-7.4773,0.08
67322,-7.5033,0.08
67323,-7.505,0.08
67324,-7.522,0.08
67325,-7.5221,0.08
67326,-7.5211,0.08
67327,-7.4952,0.08
67328,-7.4904,0.08
67329,-7.5422,0.08
67330,-7.5518,0.08
67331,-7.536,0.08
67332,-7.5287,0.08
67333,-7.4936,0.08
67334,-7.4765,0.08
67335,-7.4591,0.08
67336,-7.436,0.08
67337,-7.4068,0.08
67338,-7.4053,0.08
67339,-7.3996,0.08
67340,-7.3996,0.08
67341,-7.3941,0.08
67342,-7.3787,0.08
67343,-7.3536,0.08
67344,-7.3556,0.08
67345,-7.3731,0.08
67346,-7.4004,0.08
67347,-7.4152,0.08
67348,-7.4378,0.08
67349,-7.466,0.08
67350,-7.4677,0.08
67351,-7.4709,0.08
67352,-7.4984,0.08
67353,-7.4893,0.08
67354,-7.4809,0.08
67355,-7.4741,0.08
67356,-7.5241,0.08
67357,-7.5323,0.08
67358,-7.5356,0.08
67359,-7.5603,0.08
67360,-7.5619,0.08
67361,-7.5578,0.08
67362,-7.5513,0.08
67363,-7.5522,0.08
67364,-7.5632,0.08
67365,-7.5619,0.08
67366,-7.5612,0.08
67367,-7.5053,0.08
67368,-7.5035,0.08
67369,-7.5093,0.08
67370,-7.5367,0.08
67371,-7.5368,0.08
67372,-7.6646,0.08
67373,-7.6649,0.08
67374,-7.6653,0.08
67375,-7.6486,0.08
67376,-7.6448,0.08
67377,-7.6028,0.08
67378,-7.5574,0.08
67379,-7.5501,0.08
67380,-7.5668,0.08
67381,-7.5679,0.08
67382,-7.5617,0.08
67383,-7.4816,0.08
67384,-7.4734,0.08
67385,-7.4777,0.08
67386,-7.496,0.08
67387,-7.5018,0.08
67388,-7.5176,0.08
67389,-7.5193,0.08
67390,-7.5218,0.08
67391,-7.5261,0.08
67392,-7.5271,0.08
67393,-7.5386,0.08
67394,-7.5591,0.08
67395,-7.5938,0.08
67396,-7.6708,0.08
67397,-7.6797,0.08
67398,-7.6841,0.08
67399,-7.6607,0.08
67400,-7.633,0.08
67401,-7.6255,0.08
67402,-7.6215,0.08
67403,-7.6531,0.08
67404,-7.6924,0.08
67405,-7.7001,0.08
67406,-7.6864,0.08
67407,-7.6493,0.08
67408,-7.5948,0.08
67409,-7.58,0.08
67410,-7.5595,0.08
67411,-7.5546,0.08
67412,-7.5313,0.08
67413,-7.5218,0.08
67414,-7.5181,0.08
67415,-7.5526,0.08
67416,-7.6148,0.08
67417,-7.6226,0.08
67418,-7.6425,0.08
67419,-7.6684,0.08
67420,-7.6659,0.08
67421,-7.6482,0.08
67422,-7.5878,0.08
67423,-7.5734,0.08
67424,-7.5758,0.08
67425,-7.5756,0.08
67426,-7.5705,0.08
67427,-7.5456,0.08
67428,-7.5314,0.08
67429,-7.5255,0.08
67430,-7.5259,0.08
67431,-7.5352,0.08
67432,-7.5353,0.08
67433,-7.513,0.08
67434,-7.5113,0.08
67435,-7.5032,0.08
67436,-7.4983,0.08
67437,-7.4931,0.08
67438,-7.4928,0.08
67439,-7.4932,0.08
67440,-7.556,0.08
67441,-7.5564,0.08
67442,-7.5296,0.08
67443,-7.5272,0.08
67444,-7.5238,0.08
67445,-7.51,0.08
67446,-7.4922,0.08
67447,-7.4857,0.08
67448,-7.4874,0.08
67449,-7.519,0.08
67450,-7.5212,0.08
67451,-7.6285,0.08
67452,-7.6353,0.08
67453,-7.6405,0.08
67454,-7.6256,0.08
67455,-7.6032,0.08
67456,-7.5952,0.08
67457,-7.594,0.08
67458,-7.5968,0.08
67459,-7.5967,0.08
67460,-7.5943,0.08
67461,-7.5991,0.08
67462,-7.6053,0.08
67463,-7.6531,0.08
67464,-7.662,0.08
67465,-7.666,0.08
67466,-7.6735,0.08
67467,-7.7344,0.08
67468,-7.7364,0.08
67469,-7.7027,0.08
67470,-7.7121,0.08
67471,-7.7139,0.08
67472,-7.7392,0.08
67473,-7.7011,0.08
67474,-7.6727,0.08
67475,-7.6631,0.08
67476,-7.6553,0.08
67477,-7.6626,0.08
67478,-7.6699,0.08
67479,-7.6,0.08
67480,-7.5926,0.08
67481,-7.5933,0.08
67482,-7.5934,0.08
67483,-7.611,0.08
67484,-7.6123,0.08
67485,-7.6111,0.08
67486,-7.6057,0.08
67487,-7.5966,0.08
67488,-7.5961,0.08
67489,-7.5504,0.08
67490,-7.5442,0.08
67491,-7.5292,0.08
67492,-7.5204,0.08
67493,-7.5201,0.08
67494,-7.5253,0.08
67495,-7.5333,0.08
67496,-7.5962,0.08
67497,-7.6392,0.08
67498,-7.6461,0.08
67499,-7.6538,0.08
67500,-7.6455,0.08
67501,-7.6309,0.08
67502,-7.5933,0.08
67503,-7.5842,0.08
67504,-7.5753,0.08
67505,-7.5931,0.08
67506,-7.592,0.08
67507,-7.5886,0.08
67508,-7.5713,0.08
67509,-7.5504,0.08
67510,-7.5361,0.08
67511,-7.5323,0.08
67512,-7.5194,0.08
67513,-7.4996,0.08
67514,-7.4823,0.08
67515,-7.4808,0.08
67516,-7.4827,0.08
67517,-7.5118,0.08
67518,-7.5167,0.08
