sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
431014,191778,294.4,294.4,OxCal,not applicable,not applicable
431015,191780,294.8,294.8,OxCal,not applicable,not applicable
431016,191781,295.4,295.4,OxCal,not applicable,not applicable
431017,191782,296,296,OxCal,not applicable,not applicable
431018,191783,296.4,296.4,OxCal,not applicable,not applicable
431019,191784,297,297,OxCal,not applicable,not applicable
431020,191785,297.4,297.4,OxCal,not applicable,not applicable
431021,191786,298,298,OxCal,not applicable,not applicable
431022,191788,298.6,298.6,OxCal,not applicable,not applicable
431023,191789,299,299,OxCal,not applicable,not applicable
431024,191790,299.6,299.6,OxCal,not applicable,not applicable
431025,191791,300,300,OxCal,not applicable,not applicable
431026,191792,300.6,300.6,OxCal,not applicable,not applicable
431027,191793,301.2,301.2,OxCal,not applicable,not applicable
431028,191795,301.2,301.2,OxCal,not applicable,not applicable
431029,191796,301.2,301.2,OxCal,not applicable,not applicable
431030,191798,301.2,301.2,OxCal,not applicable,not applicable
431031,191799,301.2,301.2,OxCal,not applicable,not applicable
431032,191801,301.2,301.2,OxCal,not applicable,not applicable
431033,191802,301.2,301.2,OxCal,not applicable,not applicable
431034,191803,301.2,301.2,OxCal,not applicable,not applicable
431035,191805,301.4,301.4,OxCal,not applicable,not applicable
431036,191806,301.4,301.4,OxCal,not applicable,not applicable
431037,191808,301.4,301.4,OxCal,not applicable,not applicable
431038,191809,301.4,301.4,OxCal,not applicable,not applicable
431039,191811,301.4,301.4,OxCal,not applicable,not applicable
431040,191812,301.6,301.6,OxCal,not applicable,not applicable
431041,191813,301.6,301.6,OxCal,not applicable,not applicable
431042,191815,301.6,301.6,OxCal,not applicable,not applicable
431043,191816,301.6,301.6,OxCal,not applicable,not applicable
431044,191818,301.8,301.8,OxCal,not applicable,not applicable
431045,191819,301.8,301.8,OxCal,not applicable,not applicable
431046,191821,301.8,301.8,OxCal,not applicable,not applicable
431047,191822,302,302,OxCal,not applicable,not applicable
431048,191824,302,302,OxCal,not applicable,not applicable
431049,191825,302,302,OxCal,not applicable,not applicable
431050,191826,302.2,302.2,OxCal,not applicable,not applicable
431051,191828,302.2,302.2,OxCal,not applicable,not applicable
431052,191829,302.4,302.4,OxCal,not applicable,not applicable
431053,191831,302.4,302.4,OxCal,not applicable,not applicable
431054,191832,302.6,302.6,OxCal,not applicable,not applicable
431055,191834,302.6,302.6,OxCal,not applicable,not applicable
431056,191835,302.8,302.8,OxCal,not applicable,not applicable
431057,191836,302.8,302.8,OxCal,not applicable,not applicable
431058,191838,303,303,OxCal,not applicable,not applicable
431059,191839,303,303,OxCal,not applicable,not applicable
431060,191841,303.2,303.2,OxCal,not applicable,not applicable
431061,191842,303.4,303.4,OxCal,not applicable,not applicable
431062,191844,303.4,303.4,OxCal,not applicable,not applicable
431063,191845,303.6,303.6,OxCal,not applicable,not applicable
431064,191847,303.8,303.8,OxCal,not applicable,not applicable
431065,191848,303.8,303.8,OxCal,not applicable,not applicable
431066,191849,304,304,OxCal,not applicable,not applicable
431067,191851,304.2,304.2,OxCal,not applicable,not applicable
431068,191852,304.4,304.4,OxCal,not applicable,not applicable
431069,191854,304.4,304.4,OxCal,not applicable,not applicable
431070,191855,304.6,304.6,OxCal,not applicable,not applicable
431071,191857,304.8,304.8,OxCal,not applicable,not applicable
431072,191858,305,305,OxCal,not applicable,not applicable
431073,191859,305.2,305.2,OxCal,not applicable,not applicable
431074,191861,305.2,305.2,OxCal,not applicable,not applicable
431075,191862,305.4,305.4,OxCal,not applicable,not applicable
431076,191864,305.6,305.6,OxCal,not applicable,not applicable
431077,2347.06144,,,StalAge,not applicable,not applicable
431078,2353.7335646,,,StalAge,not applicable,not applicable
431079,2360.4023224,,,StalAge,not applicable,not applicable
431080,2367.0677134,,,StalAge,not applicable,not applicable
431081,2373.7297376,,,StalAge,not applicable,not applicable
431082,2380.388395,,,StalAge,not applicable,not applicable
431083,2387.0436856,,,StalAge,not applicable,not applicable
431084,2393.6956094,,,StalAge,not applicable,not applicable
431085,2400.3441664,,,StalAge,not applicable,not applicable
431086,2406.9893566,,,StalAge,not applicable,not applicable
431087,2413.63118,,,StalAge,not applicable,not applicable
431088,2420.2696366,,,StalAge,not applicable,not applicable
431089,2426.9047264,,,StalAge,not applicable,not applicable
431090,2433.5364494,,,StalAge,not applicable,not applicable
431091,2440.1648056,,,StalAge,not applicable,not applicable
431092,2446.789795,,,StalAge,not applicable,not applicable
431093,2453.4114176,,,StalAge,not applicable,not applicable
431094,2460.0296734,,,StalAge,not applicable,not applicable
431095,2466.6445624,,,StalAge,not applicable,not applicable
431096,2473.2560846,,,StalAge,not applicable,not applicable
431097,2479.86424,,,StalAge,not applicable,not applicable
431098,2486.4690286,,,StalAge,not applicable,not applicable
431099,2493.0704504,,,StalAge,not applicable,not applicable
431100,2499.6685054,,,StalAge,not applicable,not applicable
431101,2506.2631936,,,StalAge,not applicable,not applicable
431102,2512.854515,,,StalAge,not applicable,not applicable
431103,2519.4424696,,,StalAge,not applicable,not applicable
431104,2526.0270574,,,StalAge,not applicable,not applicable
431105,2532.6082784,,,StalAge,not applicable,not applicable
431106,2539.1861326,,,StalAge,not applicable,not applicable
431107,2545.76062,,,StalAge,not applicable,not applicable
431108,2552.3317406,,,StalAge,not applicable,not applicable
431109,2558.8994944,,,StalAge,not applicable,not applicable
431110,2565.4638814,,,StalAge,not applicable,not applicable
431111,2572.0249016,,,StalAge,not applicable,not applicable
431112,2578.582555,,,StalAge,not applicable,not applicable
431113,2585.1368416,,,StalAge,not applicable,not applicable
431114,2591.6877614,,,StalAge,not applicable,not applicable
431115,2598.2353144,,,StalAge,not applicable,not applicable
431116,2604.7795006,,,StalAge,not applicable,not applicable
431117,2611.32032,,,StalAge,not applicable,not applicable
431118,2617.8577726,,,StalAge,not applicable,not applicable
431119,2624.3918584,,,StalAge,not applicable,not applicable
431120,2630.9225774,,,StalAge,not applicable,not applicable
431121,2637.4499296,,,StalAge,not applicable,not applicable
431122,2643.973915,,,StalAge,not applicable,not applicable
431123,2650.4945336,,,StalAge,not applicable,not applicable
431124,2657.0117854,,,StalAge,not applicable,not applicable
431125,2663.5256704,,,StalAge,not applicable,not applicable
431126,2670.0361886,,,StalAge,not applicable,not applicable
431127,2676.54334,,,StalAge,not applicable,not applicable
431128,2683.0471246,,,StalAge,not applicable,not applicable
431129,2689.5475424,,,StalAge,not applicable,not applicable
431130,2696.0445934,,,StalAge,not applicable,not applicable
431131,2702.5382776,,,StalAge,not applicable,not applicable
431132,2709.028595,,,StalAge,not applicable,not applicable
431133,2715.5155456,,,StalAge,not applicable,not applicable
431134,2721.9991294,,,StalAge,not applicable,not applicable
431135,2728.4793464,,,StalAge,not applicable,not applicable
431136,2734.9561966,,,StalAge,not applicable,not applicable
431137,2741.42968,,,StalAge,not applicable,not applicable
431138,2747.8997966,,,StalAge,not applicable,not applicable
431139,2754.3665464,,,StalAge,not applicable,not applicable
431140,2760.8299294,,,StalAge,not applicable,not applicable
431141,2767.2899456,,,StalAge,not applicable,not applicable
431142,2773.746595,,,StalAge,not applicable,not applicable
431143,2780.1998776,,,StalAge,not applicable,not applicable
431144,2786.6497934,,,StalAge,not applicable,not applicable
431145,2793.0963424,,,StalAge,not applicable,not applicable
431146,2799.5395246,,,StalAge,not applicable,not applicable
431147,2805.97934,,,StalAge,not applicable,not applicable
431148,2812.4157886,,,StalAge,not applicable,not applicable
431149,2818.8488704,,,StalAge,not applicable,not applicable
431150,2825.2785854,,,StalAge,not applicable,not applicable
431151,2831.7049336,,,StalAge,not applicable,not applicable
431152,2838.127915,,,StalAge,not applicable,not applicable
431153,2844.5475296,,,StalAge,not applicable,not applicable
431154,2850.9637774,,,StalAge,not applicable,not applicable
431155,2857.3766584,,,StalAge,not applicable,not applicable
431156,2863.7861726,,,StalAge,not applicable,not applicable
431157,2870.19232,,,StalAge,not applicable,not applicable
431158,2876.5951006,,,StalAge,not applicable,not applicable
431159,2882.9945144,,,StalAge,not applicable,not applicable
431160,2889.3905614,,,StalAge,not applicable,not applicable
431161,2895.7832416,,,StalAge,not applicable,not applicable
431162,2902.172555,,,StalAge,not applicable,not applicable
431163,2908.5585016,,,StalAge,not applicable,not applicable
431164,2914.9410814,,,StalAge,not applicable,not applicable
431165,2921.3202944,,,StalAge,not applicable,not applicable
431166,2927.6961406,,,StalAge,not applicable,not applicable
431167,2934.06862,,,StalAge,not applicable,not applicable
431168,2940.4377326,,,StalAge,not applicable,not applicable
431169,2946.8034784,,,StalAge,not applicable,not applicable
431170,2953.1658574,,,StalAge,not applicable,not applicable
431171,2959.5248696,,,StalAge,not applicable,not applicable
431172,2965.880515,,,StalAge,not applicable,not applicable
431173,2972.2327936,,,StalAge,not applicable,not applicable
431174,2978.5817054,,,StalAge,not applicable,not applicable
431175,2984.9272504,,,StalAge,not applicable,not applicable
431176,2991.2694286,,,StalAge,not applicable,not applicable
431177,2997.60824,,,StalAge,not applicable,not applicable
431178,3003.9436846,,,StalAge,not applicable,not applicable
431179,3010.2757624,,,StalAge,not applicable,not applicable
431180,3016.6044734,,,StalAge,not applicable,not applicable
431181,3022.9298176,,,StalAge,not applicable,not applicable
431182,3029.251795,,,StalAge,not applicable,not applicable
431183,3035.5704056,,,StalAge,not applicable,not applicable
431184,3041.8856494,,,StalAge,not applicable,not applicable
431185,3048.1975264,,,StalAge,not applicable,not applicable
431186,3060.81118,,,StalAge,not applicable,not applicable
431187,3067.1129566,,,StalAge,not applicable,not applicable
431188,3073.4113664,,,StalAge,not applicable,not applicable
431189,3079.7064094,,,StalAge,not applicable,not applicable
431190,3085.9980856,,,StalAge,not applicable,not applicable
431191,3092.286395,,,StalAge,not applicable,not applicable
431192,3098.5713376,,,StalAge,not applicable,not applicable
431193,3104.8529134,,,StalAge,not applicable,not applicable
431194,3111.1311224,,,StalAge,not applicable,not applicable
431195,3117.4059646,,,StalAge,not applicable,not applicable
431196,3123.67744,,,StalAge,not applicable,not applicable
431197,3129.9455486,,,StalAge,not applicable,not applicable
431198,3136.2102904,,,StalAge,not applicable,not applicable
431199,3142.4716654,,,StalAge,not applicable,not applicable
431200,3148.7296736,,,StalAge,not applicable,not applicable
431201,3154.984315,,,StalAge,not applicable,not applicable
431202,3161.2355896,,,StalAge,not applicable,not applicable
431203,3167.4834974,,,StalAge,not applicable,not applicable
431204,3173.7280384,,,StalAge,not applicable,not applicable
431205,3179.9692126,,,StalAge,not applicable,not applicable
431206,3186.20702,,,StalAge,not applicable,not applicable
431207,3192.4414606,,,StalAge,not applicable,not applicable
431208,3198.6725344,,,StalAge,not applicable,not applicable
431209,3204.9002414,,,StalAge,not applicable,not applicable
431210,3211.1245816,,,StalAge,not applicable,not applicable
431211,3217.345555,,,StalAge,not applicable,not applicable
431212,3223.5631616,,,StalAge,not applicable,not applicable
431213,3229.7774014,,,StalAge,not applicable,not applicable
431214,3235.9882744,,,StalAge,not applicable,not applicable
431215,3242.1957806,,,StalAge,not applicable,not applicable
431216,3248.39992,,,StalAge,not applicable,not applicable
431217,3254.6006926,,,StalAge,not applicable,not applicable
431218,3260.7980984,,,StalAge,not applicable,not applicable
431219,3266.9921374,,,StalAge,not applicable,not applicable
431220,3273.1828096,,,StalAge,not applicable,not applicable
431221,3279.370115,,,StalAge,not applicable,not applicable
431222,3285.5540536,,,StalAge,not applicable,not applicable
431223,3291.7346254,,,StalAge,not applicable,not applicable
431224,3297.9118304,,,StalAge,not applicable,not applicable
431225,3304.0856686,,,StalAge,not applicable,not applicable
431226,3310.25614,,,StalAge,not applicable,not applicable
431227,3316.4232446,,,StalAge,not applicable,not applicable
431228,3322.5869824,,,StalAge,not applicable,not applicable
431229,3328.7473534,,,StalAge,not applicable,not applicable
431230,3334.9043576,,,StalAge,not applicable,not applicable
431231,3341.057995,,,StalAge,not applicable,not applicable
431232,3347.2082656,,,StalAge,not applicable,not applicable
431233,3353.3551694,,,StalAge,not applicable,not applicable
431234,3359.4987064,,,StalAge,not applicable,not applicable
431235,3365.6388766,,,StalAge,not applicable,not applicable
431236,3371.77568,,,StalAge,not applicable,not applicable
431237,3377.9091166,,,StalAge,not applicable,not applicable
431238,3384.0391864,,,StalAge,not applicable,not applicable
431239,3390.1658894,,,StalAge,not applicable,not applicable
431240,3396.2892256,,,StalAge,not applicable,not applicable
431241,3402.409195,,,StalAge,not applicable,not applicable
431242,3408.5257976,,,StalAge,not applicable,not applicable
431243,3414.6390334,,,StalAge,not applicable,not applicable
431244,3420.7489024,,,StalAge,not applicable,not applicable
431245,3426.8554046,,,StalAge,not applicable,not applicable
431246,3432.95854,,,StalAge,not applicable,not applicable
431247,3439.0583086,,,StalAge,not applicable,not applicable
431248,3445.1547104,,,StalAge,not applicable,not applicable
431249,3451.2477454,,,StalAge,not applicable,not applicable
431250,3457.3374136,,,StalAge,not applicable,not applicable
431251,3463.423715,,,StalAge,not applicable,not applicable
431252,3469.5066496,,,StalAge,not applicable,not applicable
431253,3475.5862174,,,StalAge,not applicable,not applicable
431254,3481.6624184,,,StalAge,not applicable,not applicable
431255,3487.7352526,,,StalAge,not applicable,not applicable
431256,3493.80472,,,StalAge,not applicable,not applicable
431257,3499.8708206,,,StalAge,not applicable,not applicable
431258,3505.9335544,,,StalAge,not applicable,not applicable
431259,3511.9929214,,,StalAge,not applicable,not applicable
431260,3518.0489216,,,StalAge,not applicable,not applicable
431261,3524.101555,,,StalAge,not applicable,not applicable
431262,3530.1508216,,,StalAge,not applicable,not applicable
431263,3536.1967214,,,StalAge,not applicable,not applicable
431264,3542.2392544,,,StalAge,not applicable,not applicable
431265,3548.2784206,,,StalAge,not applicable,not applicable
431266,3554.31422,,,StalAge,not applicable,not applicable
431267,3560.3466526,,,StalAge,not applicable,not applicable
431268,3566.3757184,,,StalAge,not applicable,not applicable
431269,3572.4014174,,,StalAge,not applicable,not applicable
431270,3578.4237496,,,StalAge,not applicable,not applicable
431271,3584.442715,,,StalAge,not applicable,not applicable
431272,3590.4583136,,,StalAge,not applicable,not applicable
431273,3596.4705454,,,StalAge,not applicable,not applicable
431274,3602.4794104,,,StalAge,not applicable,not applicable
431275,3608.4849086,,,StalAge,not applicable,not applicable
431276,3614.48704,,,StalAge,not applicable,not applicable
431277,3620.4858046,,,StalAge,not applicable,not applicable
431278,3626.4812024,,,StalAge,not applicable,not applicable
431279,3632.4732334,,,StalAge,not applicable,not applicable
431280,3638.4618976,,,StalAge,not applicable,not applicable
431281,3644.447195,,,StalAge,not applicable,not applicable
431282,3650.4291256,,,StalAge,not applicable,not applicable
431283,3656.4076894,,,StalAge,not applicable,not applicable
431284,3662.3828864,,,StalAge,not applicable,not applicable
431285,3668.3547166,,,StalAge,not applicable,not applicable
431286,3674.32318,,,StalAge,not applicable,not applicable
431287,3680.2882766,,,StalAge,not applicable,not applicable
431288,3686.2500064,,,StalAge,not applicable,not applicable
431289,3692.2083694,,,StalAge,not applicable,not applicable
431290,3698.1633656,,,StalAge,not applicable,not applicable
431291,3704.114995,,,StalAge,not applicable,not applicable
431292,3710.0632576,,,StalAge,not applicable,not applicable
431293,3716.0081534,,,StalAge,not applicable,not applicable
431294,3721.9496824,,,StalAge,not applicable,not applicable
431295,3727.8878446,,,StalAge,not applicable,not applicable
431296,3733.82264,,,StalAge,not applicable,not applicable
431297,3739.7540686,,,StalAge,not applicable,not applicable
431298,3745.6821304,,,StalAge,not applicable,not applicable
431299,3751.6068254,,,StalAge,not applicable,not applicable
431300,3757.5281536,,,StalAge,not applicable,not applicable
431301,3763.446115,,,StalAge,not applicable,not applicable
431302,3769.3607096,,,StalAge,not applicable,not applicable
431303,3775.2719374,,,StalAge,not applicable,not applicable
431304,3781.1797984,,,StalAge,not applicable,not applicable
431305,3787.0842926,,,StalAge,not applicable,not applicable
431306,3792.98542,,,StalAge,not applicable,not applicable
431307,3798.8831806,,,StalAge,not applicable,not applicable
431308,3804.7775744,,,StalAge,not applicable,not applicable
431309,3810.6686014,,,StalAge,not applicable,not applicable
431310,3816.5562616,,,StalAge,not applicable,not applicable
431311,3822.440555,,,StalAge,not applicable,not applicable
431312,3828.3214816,,,StalAge,not applicable,not applicable
431313,3834.1990414,,,StalAge,not applicable,not applicable
431314,3840.0732344,,,StalAge,not applicable,not applicable
431315,3845.9440606,,,StalAge,not applicable,not applicable
431316,3851.81152,,,StalAge,not applicable,not applicable
431317,3857.6756126,,,StalAge,not applicable,not applicable
431318,3863.5363384,,,StalAge,not applicable,not applicable
431319,3869.3936974,,,StalAge,not applicable,not applicable
431320,3875.2476896,,,StalAge,not applicable,not applicable
431321,3881.098315,,,StalAge,not applicable,not applicable
431322,3886.9455736,,,StalAge,not applicable,not applicable
431323,3892.7894654,,,StalAge,not applicable,not applicable
431324,3898.62999040001,,,StalAge,not applicable,not applicable
431325,3904.46714860001,,,StalAge,not applicable,not applicable
431326,3910.30094000001,,,StalAge,not applicable,not applicable
431327,3916.13136460001,,,StalAge,not applicable,not applicable
431328,3921.95842240001,,,StalAge,not applicable,not applicable
431329,3927.78211340001,,,StalAge,not applicable,not applicable
431330,3933.60243760001,,,StalAge,not applicable,not applicable
431331,3939.41939500001,,,StalAge,not applicable,not applicable
431332,3945.23298560001,,,StalAge,not applicable,not applicable
431333,3951.04320940001,,,StalAge,not applicable,not applicable
431334,3956.85006640001,,,StalAge,not applicable,not applicable
431335,3962.65355660001,,,StalAge,not applicable,not applicable
431336,3968.45368000001,,,StalAge,not applicable,not applicable
431337,3974.25043660001,,,StalAge,not applicable,not applicable
431338,3980.04382640001,,,StalAge,not applicable,not applicable
431339,3985.83384940001,,,StalAge,not applicable,not applicable
431340,3991.62050560001,,,StalAge,not applicable,not applicable
431341,3997.40379500001,,,StalAge,not applicable,not applicable
431342,4003.18371760001,,,StalAge,not applicable,not applicable
431343,4008.96027340001,,,StalAge,not applicable,not applicable
431344,4014.73346240001,,,StalAge,not applicable,not applicable
431345,4020.50328460001,,,StalAge,not applicable,not applicable
431346,4026.26974000001,,,StalAge,not applicable,not applicable
431347,4032.03282860001,,,StalAge,not applicable,not applicable
431348,4037.79255040001,,,StalAge,not applicable,not applicable
431349,4043.54890540001,,,StalAge,not applicable,not applicable
431350,4049.30189360001,,,StalAge,not applicable,not applicable
431351,4055.05151500001,,,StalAge,not applicable,not applicable
431352,4060.79776960001,,,StalAge,not applicable,not applicable
431353,4066.54065740001,,,StalAge,not applicable,not applicable
431354,4072.28017840001,,,StalAge,not applicable,not applicable
431355,4078.01633260001,,,StalAge,not applicable,not applicable
431356,4083.74912000001,,,StalAge,not applicable,not applicable
431357,4089.47854060001,,,StalAge,not applicable,not applicable
431358,4095.20459440001,,,StalAge,not applicable,not applicable
431359,4100.92728140001,,,StalAge,not applicable,not applicable
431360,4106.64660160001,,,StalAge,not applicable,not applicable
431361,4112.36255500001,,,StalAge,not applicable,not applicable
431362,4118.07514160001,,,StalAge,not applicable,not applicable
431363,4123.78436140001,,,StalAge,not applicable,not applicable
431364,4129.49021440001,,,StalAge,not applicable,not applicable
431365,4135.19270060001,,,StalAge,not applicable,not applicable
431366,4140.89182000001,,,StalAge,not applicable,not applicable
431367,4146.58757260001,,,StalAge,not applicable,not applicable
431368,4152.27995840001,,,StalAge,not applicable,not applicable
431369,4157.96897740001,,,StalAge,not applicable,not applicable
431370,4163.65462960001,,,StalAge,not applicable,not applicable
431371,4169.33691500001,,,StalAge,not applicable,not applicable
431372,4175.01583360001,,,StalAge,not applicable,not applicable
431373,4180.69138540001,,,StalAge,not applicable,not applicable
431374,4186.36357040001,,,StalAge,not applicable,not applicable
431375,4192.03238860001,,,StalAge,not applicable,not applicable
431376,4197.69784000001,,,StalAge,not applicable,not applicable
431377,4203.35992460001,,,StalAge,not applicable,not applicable
431378,4209.01864240001,,,StalAge,not applicable,not applicable
431379,4214.67399340001,,,StalAge,not applicable,not applicable
431380,4220.32597760001,,,StalAge,not applicable,not applicable
431381,4225.97459500001,,,StalAge,not applicable,not applicable
431382,4231.61984560001,,,StalAge,not applicable,not applicable
431383,4237.26172940001,,,StalAge,not applicable,not applicable
431384,4242.90024640001,,,StalAge,not applicable,not applicable
431385,4248.53539660001,,,StalAge,not applicable,not applicable
431386,4254.16718000001,,,StalAge,not applicable,not applicable
431387,4259.79559660001,,,StalAge,not applicable,not applicable
431388,4265.42064640001,,,StalAge,not applicable,not applicable
431389,4271.04232940001,,,StalAge,not applicable,not applicable
431390,4276.66064560001,,,StalAge,not applicable,not applicable
431391,4282.27559500001,,,StalAge,not applicable,not applicable
431392,4287.88717760001,,,StalAge,not applicable,not applicable
431393,4293.49539340001,,,StalAge,not applicable,not applicable
431394,4299.10024240001,,,StalAge,not applicable,not applicable
431395,4304.70172460001,,,StalAge,not applicable,not applicable
431396,4310.29984000001,,,StalAge,not applicable,not applicable
431397,4315.89458860001,,,StalAge,not applicable,not applicable
431398,4321.48597040001,,,StalAge,not applicable,not applicable
431399,4327.07398540001,,,StalAge,not applicable,not applicable
431400,4332.65863360001,,,StalAge,not applicable,not applicable
431401,4338.23991500001,,,StalAge,not applicable,not applicable
431402,4343.81782960001,,,StalAge,not applicable,not applicable
431403,4349.39237740001,,,StalAge,not applicable,not applicable
431404,4354.96355840001,,,StalAge,not applicable,not applicable
431405,4360.53137260001,,,StalAge,not applicable,not applicable
431406,4366.09582000001,,,StalAge,not applicable,not applicable
431407,4371.65690060001,,,StalAge,not applicable,not applicable
431408,4377.21461440001,,,StalAge,not applicable,not applicable
431409,4382.76896140001,,,StalAge,not applicable,not applicable
431410,4388.31994160001,,,StalAge,not applicable,not applicable
431411,4393.86755500001,,,StalAge,not applicable,not applicable
431412,4399.41180160001,,,StalAge,not applicable,not applicable
431413,4404.95268140001,,,StalAge,not applicable,not applicable
431414,4410.49019440001,,,StalAge,not applicable,not applicable
431415,4416.02434060001,,,StalAge,not applicable,not applicable
431416,4421.55512000001,,,StalAge,not applicable,not applicable
431417,4427.08253260001,,,StalAge,not applicable,not applicable
431418,4432.60657840001,,,StalAge,not applicable,not applicable
431419,4438.12725740001,,,StalAge,not applicable,not applicable
431420,4443.64456960001,,,StalAge,not applicable,not applicable
431421,4449.15851500001,,,StalAge,not applicable,not applicable
431422,4454.66909360001,,,StalAge,not applicable,not applicable
431423,4460.17630540001,,,StalAge,not applicable,not applicable
431424,4465.68015040001,,,StalAge,not applicable,not applicable
431425,4471.18062860001,,,StalAge,not applicable,not applicable
431426,4476.67774000001,,,StalAge,not applicable,not applicable
431427,4482.17148460001,,,StalAge,not applicable,not applicable
431428,4487.66186240001,,,StalAge,not applicable,not applicable
431429,4493.14887340001,,,StalAge,not applicable,not applicable
431430,4498.63251760001,,,StalAge,not applicable,not applicable
431431,4504.11279500001,,,StalAge,not applicable,not applicable
431432,4509.58970560001,,,StalAge,not applicable,not applicable
431433,4515.06324940001,,,StalAge,not applicable,not applicable
431434,4520.53342640001,,,StalAge,not applicable,not applicable
431435,4526.00023660001,,,StalAge,not applicable,not applicable
431436,4531.46368000001,,,StalAge,not applicable,not applicable
431437,4536.92375660001,,,StalAge,not applicable,not applicable
431438,4542.38046640001,,,StalAge,not applicable,not applicable
431439,4547.83380940001,,,StalAge,not applicable,not applicable
431440,4553.28378560001,,,StalAge,not applicable,not applicable
431441,4558.73039500001,,,StalAge,not applicable,not applicable
431442,4564.17363760001,,,StalAge,not applicable,not applicable
431443,4569.61351340001,,,StalAge,not applicable,not applicable
431444,4575.05002240001,,,StalAge,not applicable,not applicable
431445,4580.48316460001,,,StalAge,not applicable,not applicable
431446,4585.91294000001,,,StalAge,not applicable,not applicable
431447,4591.33934860001,,,StalAge,not applicable,not applicable
431448,4596.76239040001,,,StalAge,not applicable,not applicable
431449,4602.18206540001,,,StalAge,not applicable,not applicable
431450,4607.59837360001,,,StalAge,not applicable,not applicable
431451,4613.01131500001,,,StalAge,not applicable,not applicable
431452,4618.42088960001,,,StalAge,not applicable,not applicable
431453,4623.82709740001,,,StalAge,not applicable,not applicable
431454,4629.22993840001,,,StalAge,not applicable,not applicable
431455,4634.62941260001,,,StalAge,not applicable,not applicable
431456,4640.02552000001,,,StalAge,not applicable,not applicable
431457,4645.41826060001,,,StalAge,not applicable,not applicable
431458,4650.80763440001,,,StalAge,not applicable,not applicable
431459,4656.19364140002,,,StalAge,not applicable,not applicable
431460,4661.57628160001,,,StalAge,not applicable,not applicable
431461,4666.95555500002,,,StalAge,not applicable,not applicable
431462,4672.33146160002,,,StalAge,not applicable,not applicable
431463,4677.70400140002,,,StalAge,not applicable,not applicable
431464,4683.07317440001,,,StalAge,not applicable,not applicable
431465,4688.43898060002,,,StalAge,not applicable,not applicable
431466,4693.80142000002,,,StalAge,not applicable,not applicable
431467,4699.16049260001,,,StalAge,not applicable,not applicable
431468,4704.51619840002,,,StalAge,not applicable,not applicable
431469,4709.86853740002,,,StalAge,not applicable,not applicable
431470,4715.21750960002,,,StalAge,not applicable,not applicable
431471,4720.56311500002,,,StalAge,not applicable,not applicable
431472,4725.90535360002,,,StalAge,not applicable,not applicable
431473,4731.24422540002,,,StalAge,not applicable,not applicable
431474,4736.57973040002,,,StalAge,not applicable,not applicable
431475,4741.91186860002,,,StalAge,not applicable,not applicable
431476,4747.24064000002,,,StalAge,not applicable,not applicable
431477,4752.56604460002,,,StalAge,not applicable,not applicable
431478,4757.88808240002,,,StalAge,not applicable,not applicable
431479,4763.20675340002,,,StalAge,not applicable,not applicable
431480,4768.52205760002,,,StalAge,not applicable,not applicable
431481,4773.83399500002,,,StalAge,not applicable,not applicable
431482,4779.14256560002,,,StalAge,not applicable,not applicable
431483,4784.44776940002,,,StalAge,not applicable,not applicable
431484,4789.74960640002,,,StalAge,not applicable,not applicable
431485,4795.04807660002,,,StalAge,not applicable,not applicable
431486,4800.34318000002,,,StalAge,not applicable,not applicable
431487,4805.63491660002,,,StalAge,not applicable,not applicable
431488,4810.92328640002,,,StalAge,not applicable,not applicable
431489,4816.20828940002,,,StalAge,not applicable,not applicable
431490,4821.48992560002,,,StalAge,not applicable,not applicable
431491,4826.76819500002,,,StalAge,not applicable,not applicable
431492,4832.04309760002,,,StalAge,not applicable,not applicable
431493,4837.31463340002,,,StalAge,not applicable,not applicable
431494,4842.58280240002,,,StalAge,not applicable,not applicable
431495,4847.84760460002,,,StalAge,not applicable,not applicable
431496,4853.10904000002,,,StalAge,not applicable,not applicable
431497,4858.36710860002,,,StalAge,not applicable,not applicable
431498,4863.62181040002,,,StalAge,not applicable,not applicable
431499,4868.87314540002,,,StalAge,not applicable,not applicable
431500,4874.12111360002,,,StalAge,not applicable,not applicable
431501,4879.36571500002,,,StalAge,not applicable,not applicable
431502,4884.60694960002,,,StalAge,not applicable,not applicable
431503,4889.84481740002,,,StalAge,not applicable,not applicable
431504,4895.07931840002,,,StalAge,not applicable,not applicable
431505,4900.31045260002,,,StalAge,not applicable,not applicable
431506,4905.53822000002,,,StalAge,not applicable,not applicable
431507,4910.76262060002,,,StalAge,not applicable,not applicable
431508,4915.98365440002,,,StalAge,not applicable,not applicable
431509,4921.20132140002,,,StalAge,not applicable,not applicable
431510,4926.41562160002,,,StalAge,not applicable,not applicable
431511,4931.62655500002,,,StalAge,not applicable,not applicable
431512,4936.83412160002,,,StalAge,not applicable,not applicable
431513,4942.03832140002,,,StalAge,not applicable,not applicable
431514,4947.23915440002,,,StalAge,not applicable,not applicable
431515,4952.43662060002,,,StalAge,not applicable,not applicable
431516,4957.63072000002,,,StalAge,not applicable,not applicable
431517,4962.82145260002,,,StalAge,not applicable,not applicable
431518,4968.00881840002,,,StalAge,not applicable,not applicable
431519,4973.19281740002,,,StalAge,not applicable,not applicable
431520,4978.37344960002,,,StalAge,not applicable,not applicable
431521,4983.55071500002,,,StalAge,not applicable,not applicable
